Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Research & Development,23,Master,1,1826,Medium,Male,Low,Laboratory Technician,High,2705,9696,0,16,Excellent,Medium,6,Best,5,4,0,3
47,No,Travel_Rarely,Research & Development,4,Bachelor,1,1827,High,Female,Medium,Manufacturing Director,Medium,10333,19271,8,12,Excellent,High,28,Better,22,11,14,10
40,No,Travel_Rarely,Research & Development,12,Bachelor,1,1829,Medium,Female,High,Healthcare Representative,Low,4448,10748,2,12,Excellent,Medium,15,Better,7,4,7,7
54,No,Travel_Rarely,Research & Development,7,Master,1,1830,Very High,Female,High,Research Scientist,Very High,6854,15696,4,15,Excellent,Medium,14,Good,7,1,1,7
31,No,Travel_Frequently,Sales,7,Master,1,1833,Low,Female,High,Sales Executive,Low,9637,8277,2,14,Excellent,Very High,9,Better,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,Bachelor,1,1834,High,Female,High,Research Scientist,Low,3591,12719,1,25,Outstanding,High,3,Better,3,2,1,2
38,No,Travel_Rarely,Sales,2,Master,1,1835,Medium,Female,Low,Sales Representative,Very High,5405,4244,2,20,Outstanding,Low,20,Good,4,2,0,3
26,No,Travel_Rarely,Sales,10,Bachelor,1,1836,High,Male,High,Sales Executive,Very High,4684,9125,1,13,Excellent,Low,5,Better,5,3,1,2
58,No,Travel_Frequently,Research & Development,15,Master,1,1837,Low,Male,High,Research Director,High,15787,21624,2,14,Excellent,Medium,23,Better,2,2,2,2
18,No,Non-Travel,Research & Development,14,Bachelor,1,1839,Medium,Female,High,Research Scientist,High,1514,8018,1,16,Excellent,High,0,Bad,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,Doctor,1,1842,Very High,Male,Very High,Human Resources,Low,2956,21495,0,17,Excellent,High,2,Better,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,13,Bachelor,1,1844,Low,Male,Medium,Human Resources,Low,2335,3157,4,15,Excellent,Very High,4,Better,2,2,2,0
45,No,Non-Travel,Sales,2,Master,1,1845,High,Female,High,Sales Executive,High,5154,19665,4,22,Outstanding,Medium,10,Best,8,7,5,7
36,No,Travel_Rarely,Research & Development,2,Master,1,1847,Very High,Female,High,Research Scientist,Medium,6962,19573,4,22,Outstanding,Very High,15,Better,1,0,0,0
43,No,Travel_Frequently,Sales,2,Master,1,1849,Low,Male,High,Sales Executive,Very High,5675,19246,1,20,Outstanding,High,7,Better,7,7,7,7
27,No,Travel_Frequently,Research & Development,5,College,1,1850,Very High,Female,High,Laboratory Technician,Very High,2379,19826,0,14,Excellent,High,6,Good,5,4,0,2
29,No,Travel_Frequently,Research & Development,20,Below College,1,1852,Very High,Male,High,Laboratory Technician,Very High,3812,7003,1,13,Excellent,Medium,11,Best,11,8,3,10
32,No,Travel_Frequently,Sales,10,Master,1,1853,Very High,Male,High,Sales Executive,Very High,4648,26075,8,13,Excellent,High,4,Best,0,0,0,0
42,No,Non-Travel,Research & Development,10,Master,1,1854,High,Male,High,Research Scientist,High,2936,6161,3,22,Outstanding,Medium,10,Good,6,3,3,3
47,No,Travel_Rarely,Research & Development,9,Master,1,1856,Medium,Female,High,Laboratory Technician,High,2105,5411,4,12,Excellent,High,7,Better,2,2,2,0
46,No,Travel_Rarely,Research & Development,2,College,1,1857,Very High,Male,High,Manufacturing Director,Very High,8578,19989,3,14,Excellent,High,12,Good,9,8,4,7
28,No,Non-Travel,Human Resources,1,College,1,1858,High,Male,High,Human Resources,Very High,2706,10494,1,15,Excellent,Medium,3,Better,3,2,2,2
29,No,Travel_Rarely,Research & Development,29,Below College,1,1859,Very High,Male,Low,Healthcare Representative,High,6384,21143,8,17,Excellent,Very High,11,Better,7,0,1,6
42,No,Travel_Rarely,Research & Development,8,Bachelor,1,1860,Very High,Male,High,Laboratory Technician,High,3968,13624,4,13,Excellent,Very High,8,Better,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,Master,1,1862,High,Male,Medium,Sales Executive,Medium,9907,26186,7,12,Excellent,High,7,Good,2,2,2,2
46,No,Travel_Rarely,Sales,3,Bachelor,1,1863,Low,Female,Very High,Sales Executive,Low,13225,7739,2,12,Excellent,Very High,25,Better,19,17,2,8
27,No,Travel_Rarely,Sales,23,Below College,1,1864,Medium,Female,Medium,Sales Representative,High,3540,7018,1,21,Outstanding,Very High,9,Better,9,8,5,8
29,No,Travel_Rarely,Human Resources,6,Below College,1,1865,Very High,Male,Medium,Human Resources,Medium,2804,15434,1,11,Excellent,Very High,1,Better,1,0,0,0
43,No,Travel_Rarely,Research & Development,6,Bachelor,1,1866,Low,Female,Medium,Manager,High,19392,22539,7,13,Excellent,Very High,21,Better,16,12,6,14
48,No,Travel_Rarely,Research & Development,10,Bachelor,1,1867,Very High,Male,Medium,Research Director,Medium,19665,13583,4,12,Excellent,Very High,29,Better,22,10,12,9
29,Yes,Travel_Frequently,Research & Development,24,College,1,1868,Very High,Male,Medium,Research Scientist,Very High,2439,14753,1,24,Outstanding,Medium,1,Good,1,0,1,0
46,Yes,Travel_Rarely,Sales,10,Bachelor,1,1869,High,Female,High,Sales Executive,Medium,7314,14011,5,21,Outstanding,High,14,Better,8,7,0,7
27,No,Travel_Frequently,Research & Development,15,Bachelor,1,1870,Very High,Female,Medium,Research Scientist,Low,4774,23844,0,19,Excellent,Very High,8,Good,7,6,7,3
39,No,Travel_Rarely,Research & Development,19,Master,1,1871,Very High,Male,High,Research Scientist,Very High,3902,5141,8,14,Excellent,Medium,7,Better,2,2,2,2
55,No,Travel_Rarely,Research & Development,2,Master,1,1873,Medium,Male,Medium,Research Scientist,Very High,2662,7975,8,20,Outstanding,Medium,19,Best,5,2,0,4
28,No,Travel_Rarely,Sales,3,Bachelor,1,1875,Medium,Female,High,Sales Representative,Medium,2856,3692,1,19,Excellent,Very High,1,Better,1,0,0,0
30,Yes,Travel_Rarely,Sales,9,Bachelor,1,1876,Medium,Male,High,Sales Representative,Very High,1081,16019,1,13,Excellent,High,1,Good,1,0,0,0
22,Yes,Travel_Rarely,Research & Development,7,Below College,1,1878,Very High,Male,High,Research Scientist,Medium,2472,26092,1,23,Outstanding,Low,1,Better,1,0,0,0
36,No,Travel_Rarely,Sales,10,Master,1,1880,Medium,Female,Medium,Sales Executive,High,5673,6060,1,13,Excellent,Low,10,Better,10,9,1,7
31,No,Travel_Rarely,Research & Development,20,Bachelor,1,1881,Medium,Male,High,Laboratory Technician,High,4197,18624,1,11,Excellent,Low,10,Better,10,8,0,2
34,No,Travel_Rarely,Sales,4,Bachelor,1,1882,High,Male,High,Sales Executive,Very High,9713,24444,2,13,Excellent,Very High,9,Better,5,3,1,0
29,No,Travel_Rarely,Research & Development,7,Bachelor,1,1883,Very High,Male,High,Laboratory Technician,Low,2062,19384,3,14,Excellent,Medium,11,Better,3,2,1,2
37,No,Travel_Rarely,Research & Development,7,Master,1,1885,Very High,Male,High,Research Scientist,Low,4284,13588,5,22,Outstanding,High,16,Better,5,3,0,4
35,No,Travel_Rarely,Research & Development,16,College,1,1886,Very High,Female,Medium,Manufacturing Director,Medium,4788,25388,0,11,Excellent,Very High,4,Better,3,2,0,2
45,No,Travel_Rarely,Research & Development,25,College,1,1888,Medium,Female,Medium,Manufacturing Director,Very High,5906,23888,0,13,Excellent,Very High,10,Good,9,8,3,8
36,No,Travel_Frequently,Human Resources,2,Below College,1,1890,Medium,Male,Medium,Human Resources,Very High,3886,4223,1,21,Outstanding,Very High,10,Good,10,1,0,8
40,No,Travel_Rarely,Research & Development,1,Master,1,1892,Low,Male,High,Manager,Low,16823,18991,2,11,Excellent,Low,22,Better,19,7,11,16
26,No,Travel_Rarely,Research & Development,1,College,1,1893,Medium,Female,Medium,Research Scientist,High,2933,14908,1,13,Excellent,High,1,Good,1,0,1,0
27,No,Travel_Rarely,Sales,2,College,1,1898,Low,Female,Very High,Sales Executive,High,6500,26997,0,14,Excellent,Medium,9,Good,8,7,0,7
48,No,Travel_Frequently,Research & Development,22,Bachelor,1,1900,Very High,Female,High,Manager,Very High,17174,2437,3,11,Excellent,Medium,24,Better,22,17,4,7
44,No,Travel_Rarely,Research & Development,1,Master,1,1903,Medium,Male,Very High,Healthcare Representative,Low,5033,9364,2,15,Excellent,Very High,10,Better,2,0,2,2
34,Yes,Non-Travel,Research & Development,16,Master,1,1905,Very High,Male,Low,Research Scientist,Low,2307,14460,1,23,Outstanding,Medium,5,Better,5,2,3,0
56,Yes,Travel_Rarely,Research & Development,24,College,1,1907,Low,Male,High,Laboratory Technician,Very High,2587,10261,1,16,Excellent,Very High,5,Better,4,2,1,0
36,No,Travel_Rarely,Sales,17,College,1,1908,High,Male,Medium,Sales Executive,Medium,5507,16822,2,16,Excellent,High,12,Bad,4,2,1,3
41,No,Travel_Rarely,Sales,8,Bachelor,1,1909,High,Female,High,Sales Executive,Medium,4393,26841,5,21,Outstanding,High,14,Better,5,4,1,4
42,No,Travel_Rarely,Research & Development,6,Bachelor,1,1911,High,Male,High,Research Director,Low,13348,14842,9,13,Excellent,Medium,18,Best,13,7,5,7
31,No,Travel_Rarely,Sales,10,College,1,1912,High,Female,High,Sales Executive,Very High,6583,20115,2,11,Excellent,Very High,8,Better,5,2,1,4
34,No,Travel_Rarely,Sales,3,Below College,1,1915,Very High,Female,Medium,Sales Executive,Very High,8103,16495,3,12,Excellent,High,9,Good,4,2,0,1
31,No,Travel_Rarely,Research & Development,4,Bachelor,1,1916,Low,Female,Very High,Laboratory Technician,High,3978,16031,8,12,Excellent,Medium,4,Good,2,2,2,2
26,No,Travel_Frequently,Research & Development,6,Bachelor,1,1918,High,Male,Very High,Laboratory Technician,Very High,2544,7102,0,18,Excellent,Low,8,Better,7,7,7,7
45,No,Travel_Frequently,Research & Development,1,Master,1,1922,Medium,Male,High,Healthcare Representative,High,5399,14511,4,12,Excellent,High,12,Better,4,2,0,3
33,No,Travel_Rarely,Sales,10,Master,1,1924,Medium,Male,High,Sales Executive,High,5487,10410,1,14,Excellent,Medium,10,Good,10,4,0,9
28,No,Travel_Frequently,Sales,1,College,1,1927,High,Male,Medium,Sales Executive,Very High,6834,19255,1,12,Excellent,High,7,Better,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,Bachelor,1,1928,High,Male,Very High,Sales Representative,Low,1091,10642,1,17,Excellent,Very High,1,Better,1,0,0,0
39,No,Non-Travel,Sales,21,Master,1,1929,Low,Female,Low,Sales Executive,High,5736,3987,6,19,Excellent,High,10,Better,3,2,1,2
27,No,Travel_Rarely,Research & Development,2,Master,1,1931,Medium,Male,High,Research Scientist,Medium,2226,6073,1,11,Excellent,High,6,Good,5,3,1,2
34,No,Travel_Frequently,Research & Development,22,Master,1,1932,High,Male,Medium,Research Scientist,Very High,5747,26496,1,15,Excellent,Medium,16,Better,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,College,1,1933,Very High,Female,High,Sales Executive,High,9854,23352,3,11,Excellent,Very High,6,Better,2,0,2,2
47,No,Non-Travel,Research & Development,14,Master,1,1934,High,Male,High,Research Scientist,Medium,5467,2125,8,18,Excellent,High,16,Best,8,7,1,7
56,No,Travel_Rarely,Sales,11,Doctor,1,1935,Very High,Female,Medium,Sales Executive,Low,5380,20328,4,16,Excellent,High,6,Better,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,College,1,1936,Low,Male,High,Manufacturing Director,Low,5151,12315,1,25,Outstanding,Very High,10,Better,10,0,7,9
38,No,Travel_Frequently,Research & Development,8,Bachelor,1,1937,Very High,Female,Medium,Research Scientist,Medium,2133,18115,1,16,Excellent,High,20,Better,20,11,0,7
58,No,Travel_Rarely,Sales,21,Bachelor,1,1938,Very High,Female,High,Manager,Very High,17875,11761,4,13,Excellent,High,29,Good,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,College,1,1939,Low,Female,Very High,Research Scientist,High,2432,15318,3,14,Excellent,Low,8,Better,4,1,0,3
38,No,Travel_Rarely,Research & Development,9,College,1,1940,Medium,Male,High,Research Scientist,Very High,4771,14293,2,19,Excellent,Very High,10,Best,5,2,0,3
49,No,Travel_Frequently,Research & Development,2,Below College,1,1941,Medium,Male,High,Research Director,Very High,19161,13738,3,15,Excellent,Very High,28,Better,5,4,4,3
42,No,Travel_Rarely,Sales,12,Master,1,1943,Medium,Male,High,Sales Executive,Very High,5087,2900,3,12,Excellent,High,14,Better,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,Bachelor,1,1944,Low,Female,Medium,Human Resources,Medium,2863,19555,1,12,Excellent,Low,1,Better,1,0,0,0
35,No,Travel_Rarely,Sales,18,Master,1,1945,Medium,Male,High,Sales Executive,Low,5561,15975,0,16,Excellent,Very High,6,Bad,5,3,0,4
28,No,Non-Travel,Research & Development,16,Bachelor,1,1947,High,Male,High,Research Scientist,High,2144,2122,1,14,Excellent,High,5,Good,5,3,1,4
31,No,Non-Travel,Research & Development,3,College,1,1948,High,Male,High,Research Scientist,Low,3065,3995,1,13,Excellent,Very High,4,Best,4,2,2,3
36,No,Non-Travel,Research & Development,9,Master,1,1949,Low,Male,Very High,Laboratory Technician,Medium,2810,9238,1,22,Outstanding,Medium,5,Better,5,4,0,2
34,No,Travel_Rarely,Sales,1,Bachelor,1,1950,Low,Male,High,Sales Executive,Very High,9888,6770,1,21,Outstanding,Low,14,Good,14,8,2,1
34,No,Travel_Rarely,Sales,13,Master,1,1951,Very High,Male,High,Sales Executive,High,8628,22914,1,18,Excellent,High,9,Good,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,Bachelor,1,1952,High,Male,High,Laboratory Technician,Low,2867,20006,0,13,Excellent,Very High,8,Good,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,Bachelor,1,1954,Low,Male,High,Healthcare Representative,Low,5373,6225,0,12,Excellent,Low,6,Good,5,3,0,2
32,No,Non-Travel,Research & Development,15,Master,1,1955,High,Female,High,Healthcare Representative,Very High,6667,16542,5,18,Excellent,Medium,9,Better,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,Bachelor,1,1956,Very High,Male,Low,Research Scientist,Low,5003,5771,1,21,Outstanding,Medium,10,Better,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,Bachelor,1,1960,High,Male,Medium,Laboratory Technician,Very High,2367,18779,5,12,Excellent,Low,6,Good,4,1,0,3
38,No,Travel_Rarely,Sales,1,Bachelor,1,1961,Low,Male,Medium,Sales Representative,Low,2858,11473,4,14,Excellent,Low,20,Good,1,0,0,0
35,No,Travel_Rarely,Sales,7,Master,1,1962,High,Female,High,Sales Executive,Very High,5204,13586,1,11,Excellent,Very High,10,Better,10,8,0,9
27,No,Travel_Rarely,Sales,9,Bachelor,1,1965,Very High,Male,High,Sales Executive,Very High,4105,5099,1,14,Excellent,Low,7,Better,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,Master,1,1966,Very High,Male,Medium,Manufacturing Director,Very High,9679,10138,8,24,Outstanding,Medium,8,Better,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,Master,1,1967,Low,Male,High,Sales Executive,Very High,5617,21075,1,11,Excellent,High,10,Better,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,Master,1,1968,Low,Male,High,Sales Executive,Low,10448,5843,6,13,Excellent,Medium,15,Good,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,College,1,1969,Low,Female,High,Research Scientist,High,2897,22474,3,11,Excellent,High,9,Good,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,College,1,1970,Very High,Male,High,Healthcare Representative,High,5968,18079,1,20,Outstanding,High,9,Better,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,Bachelor,1,1971,Low,Male,High,Healthcare Representative,High,7510,16873,1,17,Excellent,Medium,10,Better,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,Master,1,1972,Very High,Male,High,Human Resources,Medium,2991,5224,0,11,Excellent,Medium,7,Better,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,Master,1,1973,High,Male,Very High,Manager,Medium,19636,25811,4,18,Excellent,Low,35,Better,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,Below College,1,1974,Very High,Female,Low,Laboratory Technician,Very High,1129,17536,1,11,Excellent,High,1,Better,1,0,0,0
39,No,Travel_Rarely,Sales,15,Master,1,1975,Medium,Male,High,Sales Executive,Low,13341,25098,0,12,Excellent,Low,21,Better,20,8,11,10
42,No,Non-Travel,Research & Development,23,College,1,1976,Very High,Male,Medium,Research Scientist,High,4332,14811,1,12,Excellent,Very High,20,Better,20,9,3,7
31,No,Non-Travel,Research & Development,10,Bachelor,1,1979,High,Female,High,Research Director,High,11031,26862,4,20,Outstanding,High,13,Best,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,Bachelor,1,1980,High,Female,High,Manufacturing Director,Low,4440,25198,6,19,Excellent,Very High,9,Better,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,College,1,1981,Medium,Male,Medium,Healthcare Representative,High,4617,14120,1,12,Excellent,Medium,4,Good,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,College,1,1982,Very High,Male,High,Laboratory Technician,Very High,2647,13672,1,13,Excellent,High,5,Best,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,Bachelor,1,1985,Very High,Female,High,Laboratory Technician,High,6323,26849,1,11,Excellent,Low,10,Best,10,9,9,4
40,No,Travel_Rarely,Sales,2,College,1,1986,Medium,Female,High,Sales Executive,Medium,5677,4258,3,14,Excellent,High,15,Better,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,Bachelor,1,1987,High,Female,High,Human Resources,Medium,2187,19655,4,14,Excellent,High,6,Better,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,College,1,1989,Very High,Male,High,Laboratory Technician,Medium,3748,4077,1,13,Excellent,High,12,Good,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,Below College,1,1992,Very High,Male,High,Laboratory Technician,High,3977,7298,6,19,Excellent,High,7,Good,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,Bachelor,1,1993,Low,Male,High,Healthcare Representative,High,8633,13084,2,23,Outstanding,Medium,25,Better,17,14,12,11
33,No,Non-Travel,Research & Development,1,College,1,1994,Medium,Male,Medium,Laboratory Technician,High,2008,20439,1,12,Excellent,High,1,Good,1,1,0,0
38,No,Travel_Rarely,Sales,1,Master,1,1995,Very High,Male,High,Sales Executive,Medium,4440,7636,0,15,Excellent,Low,16,Better,15,13,5,8
31,No,Travel_Rarely,Sales,2,College,1,1996,Low,Male,High,Sales Representative,High,3067,6393,0,19,Excellent,High,3,Better,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,Master,1,1997,Low,Male,Medium,Manufacturing Director,High,5321,14284,2,11,Excellent,Very High,10,Better,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,Master,1,1998,Very High,Male,High,Research Scientist,Low,5410,11189,6,17,Excellent,High,9,Good,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,Bachelor,1,1999,Very High,Male,High,Research Scientist,Very High,2782,21412,3,22,Outstanding,Low,12,Better,5,3,1,0
47,No,Non-Travel,Research & Development,1,Below College,1,2000,High,Female,High,Research Director,Medium,11957,17231,0,18,Excellent,Low,14,Bad,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,Master,1,2003,Very High,Male,High,Laboratory Technician,High,2660,20232,7,11,Excellent,High,5,Better,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,College,1,2007,Very High,Male,High,Research Scientist,High,3375,17624,0,12,Excellent,Very High,4,Best,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,Master,1,2008,Medium,Male,High,Research Scientist,High,5098,18698,1,19,Excellent,Medium,10,Better,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,College,1,2009,Medium,Female,High,Healthcare Representative,Very High,4878,21653,0,13,Excellent,Low,10,Better,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,Master,1,2010,High,Female,Medium,Laboratory Technician,Medium,2837,15919,1,13,Excellent,High,6,Better,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,Master,1,2012,Low,Male,High,Laboratory Technician,Very High,2406,4060,8,19,Excellent,High,8,Good,1,0,0,0
32,No,Travel_Rarely,Sales,1,Master,1,2013,Medium,Male,Medium,Sales Representative,Medium,2269,18024,0,14,Excellent,Medium,3,Better,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,Below College,1,2014,Low,Male,High,Research Scientist,Very High,4108,5340,7,13,Excellent,Low,18,Better,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,Bachelor,1,2015,Medium,Female,Low,Research Director,High,13206,3376,3,12,Excellent,Low,20,Better,18,16,1,11
32,No,Travel_Rarely,Sales,1,Master,1,2016,High,Female,High,Sales Executive,Very High,10422,24032,1,19,Excellent,High,14,Better,14,10,5,7
